speed_current_kmh,speed_avg_5min_kmh,distance_remaining_km,stops_remaining,hour_of_day,day_of_week,is_peak_hour,traffic_delay_minutes,trip_progress_pct,route_total_km,actual_eta_minutes,route_id,congestion_factor
22.24,18.67,4.557,4,7,3,1,6.1,17.1,5.5,17.86,R3,1.744
20.72,18.67,3.889,3,7,3,1,5.2,29.3,5.5,12.94,R3,1.744
14.79,18.67,3.221,3,7,3,1,4.31,41.4,5.5,12.27,R3,1.744
22.01,18.67,2.554,2,7,3,1,3.42,53.6,5.5,11.03,R3,1.744
19.97,18.67,1.886,2,7,3,1,2.52,65.7,5.5,8.19,R3,1.744
19.02,18.67,1.218,1,7,3,1,1.63,77.9,5.5,5.85,R3,1.744
23.4,18.67,0.55,1,7,3,1,0.74,90.0,5.5,1.97,R3,1.744
26.39,20.28,14.25,11,15,3,1,16.96,5.0,15.0,52.38,R4,1.727
26.48,20.28,12.429,10,15,3,1,14.79,17.1,15.0,49.42,R4,1.727
15.64,20.28,10.607,8,15,3,1,12.62,29.3,15.0,38.74,R4,1.727
19.14,20.28,8.786,7,15,3,1,10.46,41.4,15.0,29.54,R4,1.727
24.89,20.28,6.964,6,15,3,1,8.29,53.6,15.0,26.18,R4,1.727
21.67,20.28,5.143,4,15,3,1,6.12,65.7,15.0,20.42,R4,1.727
18.1,20.28,3.321,3,15,3,1,3.95,77.9,15.0,11.71,R4,1.727
23.08,20.28,1.5,2,15,3,1,1.79,90.0,15.0,7.15,R4,1.727
26.84,31.84,5.225,4,9,3,0,3.93,5.0,5.5,16.46,R3,1.347
26.66,31.84,4.557,4,9,3,0,3.43,17.1,5.5,12.29,R3,1.347
29.18,31.84,3.889,3,9,3,0,2.93,29.3,5.5,9.79,R3,1.347
28.52,31.84,3.221,3,9,3,0,2.42,41.4,5.5,11.38,R3,1.347
34.06,31.84,2.554,2,9,3,0,1.92,53.6,5.5,10.43,R3,1.347
30.84,31.84,1.886,2,9,3,0,1.42,65.7,5.5,6.77,R3,1.347
27.65,31.84,1.218,1,9,3,0,0.92,77.9,5.5,2.44,R3,1.347
27.0,31.84,0.55,1,9,3,0,0.41,90.0,5.5,4.16,R3,1.347
21.83,29.26,5.225,4,9,2,0,5.22,5.0,5.5,15.07,R3,1.45
25.6,29.26,4.557,4,9,2,0,4.55,17.1,5.5,14.26,R3,1.45
27.85,29.26,3.889,3,9,2,0,3.89,29.3,5.5,12.96,R3,1.45
25.94,29.26,3.221,3,9,2,0,3.22,41.4,5.5,8.72,R3,1.45
21.79,29.26,2.554,2,9,2,0,2.55,53.6,5.5,7.74,R3,1.45
24.8,29.26,1.886,2,9,2,0,1.88,65.7,5.5,5.17,R3,1.45
27.69,29.26,1.218,1,9,2,0,1.22,77.9,5.5,6.48,R3,1.45
22.62,29.26,0.55,1,9,2,0,0.55,90.0,5.5,3.66,R3,1.45
20.47,21.74,8.075,6,9,2,0,7.44,5.0,8.5,29.52,R1,1.447
23.31,21.74,7.043,5,9,2,0,6.49,17.1,8.5,24.31,R1,1.447
22.35,21.74,6.011,5,9,2,0,5.54,29.3,8.5,18.79,R1,1.447
20.32,21.74,4.979,4,9,2,0,4.59,41.4,8.5,15.82,R1,1.447
25.14,21.74,3.946,3,9,2,0,3.64,53.6,8.5,14.46,R1,1.447
25.27,21.74,2.914,3,9,2,0,2.69,65.7,8.5,11.64,R1,1.447
20.98,21.74,1.882,2,9,2,0,1.73,77.9,8.5,5.15,R1,1.447
23.12,21.74,0.85,1,9,2,0,0.78,90.0,8.5,5.03,R1,1.447
24.4,19.81,6.65,5,9,3,0,5.44,5.0,7.0,22.73,R5,1.594
20.83,19.81,5.8,5,9,3,0,4.75,17.1,7.0,23.8,R5,1.594
19.21,19.81,4.95,4,9,3,0,4.05,29.3,7.0,19.83,R5,1.594
23.45,19.81,4.1,3,9,3,0,3.36,41.4,7.0,15.57,R5,1.594
18.25,19.81,3.25,3,9,3,0,2.66,53.6,7.0,12.47,R5,1.594
18.77,19.81,2.4,2,9,3,0,1.96,65.7,7.0,6.28,R5,1.594
21.85,19.81,1.55,2,9,3,0,1.27,77.9,7.0,7.75,R5,1.594
17.39,19.81,0.7,1,9,3,0,0.57,90.0,7.0,3.89,R5,1.594
17.12,18.2,14.25,11,15,1,1,15.71,5.0,15.0,49.59,R4,1.586
22.82,18.2,12.429,10,15,1,1,13.7,17.1,15.0,44.54,R4,1.586
20.49,18.2,10.607,8,15,1,1,11.7,29.3,15.0,39.47,R4,1.586
21.04,18.2,8.786,7,15,1,1,9.69,41.4,15.0,31.1,R4,1.586
21.0,18.2,6.964,6,15,1,1,7.68,53.6,15.0,26.55,R4,1.586
17.17,18.2,5.143,4,15,1,1,5.67,65.7,15.0,19.95,R4,1.586
23.5,18.2,3.321,3,15,1,1,3.66,77.9,15.0,11.57,R4,1.586
18.6,18.2,1.5,2,15,1,1,1.65,90.0,15.0,4.42,R4,1.586
25.94,23.2,6.65,5,14,4,0,3.74,5.0,7.0,20.19,R5,1.312
30.57,23.2,5.8,5,14,4,0,3.26,17.1,7.0,19.4,R5,1.312
25.07,23.2,4.95,4,14,4,0,2.78,29.3,7.0,13.47,R5,1.312
26.52,23.2,4.1,3,14,4,0,2.31,41.4,7.0,12.57,R5,1.312
24.16,23.2,3.25,3,14,4,0,1.83,53.6,7.0,11.4,R5,1.312
21.87,23.2,2.4,2,14,4,0,1.35,65.7,7.0,7.0,R5,1.312
26.6,23.2,1.55,2,14,4,0,0.87,77.9,7.0,7.23,R5,1.312
24.29,23.2,0.7,1,14,4,0,0.39,90.0,7.0,3.92,R5,1.312
24.19,20.79,11.4,9,7,1,1,11.21,5.0,12.0,38.27,R2,1.603
26.51,20.79,9.943,8,7,1,1,9.78,17.1,12.0,34.47,R2,1.603
19.55,20.79,8.486,7,7,1,1,8.34,29.3,12.0,30.03,R2,1.603
24.14,20.79,7.029,6,7,1,1,6.91,41.4,12.0,24.8,R2,1.603
16.54,20.79,5.571,5,7,1,1,5.48,53.6,12.0,18.39,R2,1.603
18.3,20.79,4.114,4,7,1,1,4.05,65.7,12.0,15.36,R2,1.603
16.33,20.79,2.657,2,7,1,1,2.61,77.9,12.0,5.56,R2,1.603
20.21,20.79,1.2,1,7,1,1,1.18,90.0,12.0,3.53,R2,1.603
27.68,31.02,11.4,9,14,2,0,4.73,5.0,12.0,32.28,R2,1.196
30.03,31.02,9.943,8,14,2,0,4.13,17.1,12.0,31.17,R2,1.196
27.41,31.02,8.486,7,14,2,0,3.52,29.3,12.0,21.45,R2,1.196
27.79,31.02,7.029,6,14,2,0,2.92,41.4,12.0,19.07,R2,1.196
29.11,31.02,5.571,5,14,2,0,2.31,53.6,12.0,16.75,R2,1.196
33.37,31.02,4.114,4,14,2,0,1.71,65.7,12.0,11.45,R2,1.196
35.02,31.02,2.657,2,14,2,0,1.1,77.9,12.0,6.38,R2,1.196
29.7,31.02,1.2,1,14,2,0,0.5,90.0,12.0,2.54,R2,1.196
11.9,15.78,14.25,11,16,2,1,23.54,5.0,15.0,61.66,R4,1.975
11.75,15.78,12.429,10,16,2,1,20.53,17.1,15.0,54.19,R4,1.975
17.03,15.78,10.607,8,16,2,1,17.52,29.3,15.0,46.23,R4,1.975
16.42,15.78,8.786,7,16,2,1,14.51,41.4,15.0,37.7,R4,1.975
13.13,15.78,6.964,6,16,2,1,11.5,53.6,15.0,31.1,R4,1.975
13.24,15.78,5.143,4,16,2,1,8.5,65.7,15.0,22.31,R4,1.975
18.6,15.78,3.321,3,16,2,1,5.49,77.9,15.0,14.99,R4,1.975
18.49,15.78,1.5,2,16,2,1,2.48,90.0,15.0,7.59,R4,1.975
17.53,18.25,6.65,5,16,0,1,6.28,5.0,7.0,22.47,R5,1.719
13.46,18.25,5.8,5,16,0,1,5.48,17.1,7.0,19.75,R5,1.719
15.07,18.25,4.95,4,16,0,1,4.68,29.3,7.0,19.63,R5,1.719
21.22,18.25,4.1,3,16,0,1,3.87,41.4,7.0,14.68,R5,1.719
16.49,18.25,3.25,3,16,0,1,3.07,53.6,7.0,11.52,R5,1.719
22.32,18.25,2.4,2,16,0,1,2.27,65.7,7.0,9.63,R5,1.719
18.51,18.25,1.55,2,16,0,1,1.46,77.9,7.0,5.03,R5,1.719
17.78,18.25,0.7,1,16,0,1,0.66,90.0,7.0,0.58,R5,1.719
19.96,25.44,6.65,5,10,0,0,2.76,5.0,7.0,18.89,R5,1.197
27.95,25.44,5.8,5,10,0,0,2.41,17.1,7.0,17.52,R5,1.197
24.41,25.44,4.95,4,10,0,0,2.05,29.3,7.0,12.9,R5,1.197
24.17,25.44,4.1,3,10,0,0,1.7,41.4,7.0,14.82,R5,1.197
26.22,25.44,3.25,3,10,0,0,1.35,53.6,7.0,8.01,R5,1.197
27.74,25.44,2.4,2,10,0,0,1.0,65.7,7.0,7.71,R5,1.197
24.16,25.44,1.55,2,10,0,0,0.64,77.9,7.0,1.4,R5,1.197
27.12,25.44,0.7,1,10,0,0,0.29,90.0,7.0,3.77,R5,1.197
14.76,16.34,5.225,4,16,2,1,10.6,5.0,5.5,20.62,R3,1.963
17.01,16.34,4.557,4,16,2,1,9.25,17.1,5.5,19.25,R3,1.963
18.72,16.34,3.889,3,16,2,1,7.89,29.3,5.5,17.95,R3,1.963
16.03,16.34,3.221,3,16,2,1,6.54,41.4,5.5,11.31,R3,1.963
17.22,16.34,2.554,2,16,2,1,5.18,53.6,5.5,11.36,R3,1.963
24.1,16.34,1.886,2,16,2,1,3.83,65.7,5.5,7.07,R3,1.963
12.11,16.34,1.218,1,16,2,1,2.47,77.9,5.5,3.08,R3,1.963
21.71,16.34,0.55,1,16,2,1,1.12,90.0,5.5,3.1,R3,1.963
32.66,24.96,14.25,11,14,4,0,5.65,5.0,15.0,40.62,R4,1.232
29.94,24.96,12.429,10,14,4,0,4.93,17.1,15.0,38.29,R4,1.232
28.69,24.96,10.607,8,14,4,0,4.21,29.3,15.0,31.3,R4,1.232
20.97,24.96,8.786,7,14,4,0,3.48,41.4,15.0,27.23,R4,1.232
26.58,24.96,6.964,6,14,4,0,2.76,53.6,15.0,21.0,R4,1.232
31.58,24.96,5.143,4,14,4,0,2.04,65.7,15.0,15.58,R4,1.232
27.22,24.96,3.321,3,14,4,0,1.32,77.9,15.0,10.41,R4,1.232
27.97,24.96,1.5,2,14,4,0,0.59,90.0,15.0,3.21,R4,1.232
21.87,19.94,8.075,6,16,2,1,11.85,5.0,8.5,33.62,R1,1.846
19.71,19.94,7.043,5,16,2,1,10.34,17.1,8.5,29.31,R1,1.846
21.59,19.94,6.011,5,16,2,1,8.82,29.3,8.5,20.98,R1,1.846
23.08,19.94,4.979,4,16,2,1,7.31,41.4,8.5,21.97,R1,1.846
20.56,19.94,3.946,3,16,2,1,5.79,53.6,8.5,15.25,R1,1.846
17.84,19.94,2.914,3,16,2,1,4.28,65.7,8.5,12.17,R1,1.846
16.71,19.94,1.882,2,16,2,1,2.76,77.9,8.5,9.86,R1,1.846
16.99,19.94,0.85,1,16,2,1,1.25,90.0,8.5,2.82,R1,1.846
20.05,16.64,5.225,4,16,0,1,7.88,5.0,5.5,21.1,R3,1.911
17.07,16.64,4.557,4,16,0,1,6.88,17.1,5.5,20.87,R3,1.911
18.09,16.64,3.889,3,16,0,1,5.87,29.3,5.5,13.73,R3,1.911
17.74,16.64,3.221,3,16,0,1,4.86,41.4,5.5,15.2,R3,1.911
21.29,16.64,2.554,2,16,0,1,3.85,53.6,5.5,8.27,R3,1.911
19.06,16.64,1.886,2,16,0,1,2.85,65.7,5.5,10.45,R3,1.911
18.05,16.64,1.218,1,16,0,1,1.84,77.9,5.5,2.4,R3,1.911
16.57,16.64,0.55,1,16,0,1,0.83,90.0,5.5,2.85,R3,1.911
24.13,21.88,5.225,4,9,3,0,5.31,5.0,5.5,18.68,R3,1.473
24.82,21.88,4.557,4,9,3,0,4.63,17.1,5.5,15.31,R3,1.473
27.61,21.88,3.889,3,9,3,0,3.95,29.3,5.5,12.93,R3,1.473
24.45,21.88,3.221,3,9,3,0,3.27,41.4,5.5,12.07,R3,1.473
26.12,21.88,2.554,2,9,3,0,2.6,53.6,5.5,9.41,R3,1.473
24.55,21.88,1.886,2,9,3,0,1.92,65.7,5.5,5.94,R3,1.473
26.44,21.88,1.218,1,9,3,0,1.24,77.9,5.5,3.45,R3,1.473
23.75,21.88,0.55,1,9,3,0,0.56,90.0,5.5,1.44,R3,1.473
32.26,26.45,11.4,9,6,2,0,7.9,5.0,12.0,36.77,R2,1.317
22.24,26.45,9.943,8,6,2,0,6.89,17.1,12.0,31.65,R2,1.317
29.43,26.45,8.486,7,6,2,0,5.88,29.3,12.0,28.43,R2,1.317
30.87,26.45,7.029,6,6,2,0,4.87,41.4,12.0,22.72,R2,1.317
27.61,26.45,5.571,5,6,2,0,3.86,53.6,12.0,20.43,R2,1.317
26.7,26.45,4.114,4,6,2,0,2.85,65.7,12.0,12.63,R2,1.317
26.09,26.45,2.657,2,6,2,0,1.84,77.9,12.0,6.46,R2,1.317
30.53,26.45,1.2,1,6,2,0,0.83,90.0,12.0,1.07,R2,1.317
26.97,31.11,8.075,6,6,3,0,5.79,5.0,8.5,28.33,R1,1.35
27.01,31.11,7.043,5,6,3,0,5.05,17.1,8.5,25.19,R1,1.35
26.08,31.11,6.011,5,6,3,0,4.31,29.3,8.5,20.33,R1,1.35
31.06,31.11,4.979,4,6,3,0,3.57,41.4,8.5,16.14,R1,1.35
32.05,31.11,3.946,3,6,3,0,2.83,53.6,8.5,12.13,R1,1.35
28.34,31.11,2.914,3,6,3,0,2.09,65.7,8.5,10.13,R1,1.35
32.34,31.11,1.882,2,6,3,0,1.35,77.9,8.5,5.8,R1,1.35
32.65,31.11,0.85,1,6,3,0,0.61,90.0,8.5,2.0,R1,1.35
24.3,22.47,6.65,5,17,0,0,7.24,5.0,7.0,22.94,R5,1.596
19.02,22.47,5.8,5,17,0,0,6.32,17.1,7.0,20.47,R5,1.596
21.06,22.47,4.95,4,17,0,0,5.39,29.3,7.0,19.45,R5,1.596
23.68,22.47,4.1,3,17,0,0,4.47,41.4,7.0,13.69,R5,1.596
25.26,22.47,3.25,3,17,0,0,3.54,53.6,7.0,11.03,R5,1.596
24.77,22.47,2.4,2,17,0,0,2.61,65.7,7.0,8.63,R5,1.596
21.69,22.47,1.55,2,17,0,0,1.69,77.9,7.0,6.3,R5,1.596
21.62,22.47,0.7,1,17,0,0,0.76,90.0,7.0,2.84,R5,1.596
14.94,13.9,6.65,5,16,1,1,7.82,5.0,7.0,29.13,R5,1.977
20.01,13.9,5.8,5,16,1,1,6.82,17.1,7.0,24.72,R5,1.977
11.76,13.9,4.95,4,16,1,1,5.82,29.3,7.0,20.97,R5,1.977
9.13,13.9,4.1,3,16,1,1,4.82,41.4,7.0,16.8,R5,1.977
12.23,13.9,3.25,3,16,1,1,3.82,53.6,7.0,13.62,R5,1.977
13.12,13.9,2.4,2,16,1,1,2.82,65.7,7.0,11.59,R5,1.977
19.33,13.9,1.55,2,16,1,1,1.82,77.9,7.0,9.12,R5,1.977
14.49,13.9,0.7,1,16,1,1,0.82,90.0,7.0,4.64,R5,1.977
29.54,23.77,8.075,6,6,1,0,4.41,5.0,8.5,24.98,R1,1.422
17.42,23.77,7.043,5,6,1,0,3.85,17.1,8.5,19.63,R1,1.422
25.3,23.77,6.011,5,6,1,0,3.28,29.3,8.5,19.82,R1,1.422
25.38,23.77,4.979,4,6,1,0,2.72,41.4,8.5,15.6,R1,1.422
20.76,23.77,3.946,3,6,1,0,2.16,53.6,8.5,10.61,R1,1.422
28.87,23.77,2.914,3,6,1,0,1.59,65.7,8.5,9.97,R1,1.422
25.41,23.77,1.882,2,6,1,0,1.03,77.9,8.5,6.73,R1,1.422
24.86,23.77,0.85,1,6,1,0,0.46,90.0,8.5,1.21,R1,1.422
19.23,20.82,8.075,6,15,0,1,10.27,5.0,8.5,26.56,R1,1.572
18.21,20.82,7.043,5,15,0,1,8.95,17.1,8.5,23.97,R1,1.572
21.63,20.82,6.011,5,15,0,1,7.64,29.3,8.5,20.91,R1,1.572
22.28,20.82,4.979,4,15,0,1,6.33,41.4,8.5,18.47,R1,1.572
19.46,20.82,3.946,3,15,0,1,5.02,53.6,8.5,12.74,R1,1.572
22.75,20.82,2.914,3,15,0,1,3.71,65.7,8.5,13.74,R1,1.572
20.2,20.82,1.882,2,15,0,1,2.39,77.9,8.5,5.36,R1,1.572
19.5,20.82,0.85,1,15,0,1,1.08,90.0,8.5,2.67,R1,1.572
12.43,19.51,14.25,11,16,3,1,23.74,5.0,15.0,56.17,R4,1.953
17.11,19.51,12.429,10,16,3,1,20.7,17.1,15.0,49.13,R4,1.953
21.11,19.51,10.607,8,16,3,1,17.67,29.3,15.0,43.5,R4,1.953
13.37,19.51,8.786,7,16,3,1,14.64,41.4,15.0,36.59,R4,1.953
15.74,19.51,6.964,6,16,3,1,11.6,53.6,15.0,27.74,R4,1.953
18.5,19.51,5.143,4,16,3,1,8.57,65.7,15.0,20.92,R4,1.953
17.12,19.51,3.321,3,16,3,1,5.53,77.9,15.0,11.85,R4,1.953
16.56,19.51,1.5,2,16,3,1,2.5,90.0,15.0,7.54,R4,1.953
26.29,26.21,14.25,11,14,4,0,10.0,5.0,15.0,43.98,R4,1.338
24.17,26.21,12.429,10,14,4,0,8.72,17.1,15.0,37.32,R4,1.338
25.17,26.21,10.607,8,14,4,0,7.44,29.3,15.0,33.22,R4,1.338
26.41,26.21,8.786,7,14,4,0,6.16,41.4,15.0,29.56,R4,1.338
25.78,26.21,6.964,6,14,4,0,4.89,53.6,15.0,23.31,R4,1.338
26.95,26.21,5.143,4,14,4,0,3.61,65.7,15.0,17.38,R4,1.338
25.71,26.21,3.321,3,14,4,0,2.33,77.9,15.0,10.26,R4,1.338
27.28,26.21,1.5,2,14,4,0,1.05,90.0,15.0,3.39,R4,1.338
16.48,20.43,8.075,6,15,0,1,8.34,5.0,8.5,26.79,R1,1.501
19.04,20.43,7.043,5,15,0,1,7.28,17.1,8.5,21.2,R1,1.501
18.03,20.43,6.011,5,15,0,1,6.21,29.3,8.5,22.78,R1,1.501
17.7,20.43,4.979,4,15,0,1,5.14,41.4,8.5,15.17,R1,1.501
23.19,20.43,3.946,3,15,0,1,4.08,53.6,8.5,14.08,R1,1.501
22.63,20.43,2.914,3,15,0,1,3.01,65.7,8.5,10.55,R1,1.501
15.94,20.43,1.882,2,15,0,1,1.94,77.9,8.5,8.37,R1,1.501
20.35,20.43,0.85,1,15,0,1,0.88,90.0,8.5,5.46,R1,1.501
15.27,19.49,11.4,9,17,1,0,13.09,5.0,12.0,40.33,R2,1.694
15.71,19.49,9.943,8,17,1,0,11.42,17.1,12.0,35.75,R2,1.694
16.12,19.49,8.486,7,17,1,0,9.75,29.3,12.0,31.43,R2,1.694
21.72,19.49,7.029,6,17,1,0,8.07,41.4,12.0,25.59,R2,1.694
21.09,19.49,5.571,5,17,1,0,6.4,53.6,12.0,23.24,R2,1.694
18.52,19.49,4.114,4,17,1,0,4.73,65.7,12.0,17.02,R2,1.694
15.38,19.49,2.657,2,17,1,0,3.05,77.9,12.0,9.71,R2,1.694
14.72,19.49,1.2,1,17,1,0,1.38,90.0,12.0,5.35,R2,1.694
19.74,19.57,8.075,6,16,1,1,12.93,5.0,8.5,30.09,R1,1.981
19.02,19.57,7.043,5,16,1,1,11.28,17.1,8.5,29.12,R1,1.981
19.51,19.57,6.011,5,16,1,1,9.63,29.3,8.5,23.89,R1,1.981
13.69,19.57,4.979,4,16,1,1,7.97,41.4,8.5,18.33,R1,1.981
19.08,19.57,3.946,3,16,1,1,6.32,53.6,8.5,14.88,R1,1.981
18.89,19.57,2.914,3,16,1,1,4.67,65.7,8.5,10.12,R1,1.981
15.93,19.57,1.882,2,16,1,1,3.01,77.9,8.5,6.13,R1,1.981
18.62,19.57,0.85,1,16,1,1,1.36,90.0,8.5,5.57,R1,1.981
24.03,20.25,5.225,4,17,2,0,6.48,5.0,5.5,21.13,R3,1.603
20.26,20.25,4.557,4,17,2,0,5.65,17.1,5.5,18.15,R3,1.603
22.32,20.25,3.889,3,17,2,0,4.83,29.3,5.5,13.94,R3,1.603
14.38,20.25,3.221,3,17,2,0,4.0,41.4,5.5,11.48,R3,1.603
16.64,20.25,2.554,2,17,2,0,3.17,53.6,5.5,9.72,R3,1.603
20.03,20.25,1.886,2,17,2,0,2.34,65.7,5.5,5.7,R3,1.603
15.8,20.25,1.218,1,17,2,0,1.51,77.9,5.5,3.99,R3,1.603
22.93,20.25,0.55,1,17,2,0,0.68,90.0,5.5,2.54,R3,1.603
29.77,29.33,14.25,11,14,2,0,6.52,5.0,15.0,38.66,R4,1.244
26.73,29.33,12.429,10,14,2,0,5.68,17.1,15.0,35.62,R4,1.244
30.11,29.33,10.607,8,14,2,0,4.85,29.3,15.0,29.43,R4,1.244
29.07,29.33,8.786,7,14,2,0,4.02,41.4,15.0,23.41,R4,1.244
31.7,29.33,6.964,6,14,2,0,3.19,53.6,15.0,23.25,R4,1.244
27.12,29.33,5.143,4,14,2,0,2.35,65.7,15.0,16.16,R4,1.244
32.93,29.33,3.321,3,14,2,0,1.52,77.9,15.0,7.88,R4,1.244
29.55,29.33,1.5,2,14,2,0,0.69,90.0,15.0,4.56,R4,1.244
22.1,21.97,8.075,6,9,4,0,7.93,5.0,8.5,27.11,R1,1.595
13.11,21.97,7.043,5,9,4,0,6.91,17.1,8.5,25.28,R1,1.595
22.89,21.97,6.011,5,9,4,0,5.9,29.3,8.5,21.95,R1,1.595
24.26,21.97,4.979,4,9,4,0,4.89,41.4,8.5,18.68,R1,1.595
23.68,21.97,3.946,3,9,4,0,3.87,53.6,8.5,13.36,R1,1.595
17.31,21.97,2.914,3,9,4,0,2.86,65.7,8.5,10.09,R1,1.595
17.16,21.97,1.882,2,9,4,0,1.85,77.9,8.5,5.47,R1,1.595
17.0,21.97,0.85,1,9,4,0,0.83,90.0,8.5,5.02,R1,1.595
20.44,22.62,6.65,5,17,2,0,8.09,5.0,7.0,22.87,R5,1.586
25.5,22.62,5.8,5,17,2,0,7.06,17.1,7.0,23.28,R5,1.586
23.03,22.62,4.95,4,17,2,0,6.02,29.3,7.0,17.07,R5,1.586
22.17,22.62,4.1,3,17,2,0,4.99,41.4,7.0,13.75,R5,1.586
24.28,22.62,3.25,3,17,2,0,3.95,53.6,7.0,11.19,R5,1.586
17.88,22.62,2.4,2,17,2,0,2.92,65.7,7.0,7.0,R5,1.586
25.44,22.62,1.55,2,17,2,0,1.89,77.9,7.0,2.67,R5,1.586
24.18,22.62,0.7,1,17,2,0,0.85,90.0,7.0,0.5,R5,1.586
18.91,17.14,5.225,4,7,2,1,4.74,5.0,5.5,18.97,R3,1.589
28.12,17.14,4.557,4,7,2,1,4.13,17.1,5.5,14.93,R3,1.589
13.06,17.14,3.889,3,7,2,1,3.53,29.3,5.5,12.6,R3,1.589
15.91,17.14,3.221,3,7,2,1,2.92,41.4,5.5,10.25,R3,1.589
20.68,17.14,2.554,2,7,2,1,2.32,53.6,5.5,10.15,R3,1.589
18.61,17.14,1.886,2,7,2,1,1.71,65.7,5.5,7.69,R3,1.589
18.6,17.14,1.218,1,7,2,1,1.1,77.9,5.5,4.08,R3,1.589
22.22,17.14,0.55,1,7,2,1,0.5,90.0,5.5,2.56,R3,1.589
28.78,32.27,5.225,4,6,1,0,2.08,5.0,5.5,14.51,R3,1.19
28.31,32.27,4.557,4,6,1,0,1.82,17.1,5.5,15.54,R3,1.19
28.36,32.27,3.889,3,6,1,0,1.55,29.3,5.5,12.72,R3,1.19
30.04,32.27,3.221,3,6,1,0,1.28,41.4,5.5,9.6,R3,1.19
23.29,32.27,2.554,2,6,1,0,1.02,53.6,5.5,7.92,R3,1.19
30.22,32.27,1.886,2,6,1,0,0.75,65.7,5.5,6.73,R3,1.19
32.04,32.27,1.218,1,6,1,0,0.49,77.9,5.5,4.36,R3,1.19
24.51,32.27,0.55,1,6,1,0,0.22,90.0,5.5,3.16,R3,1.19
15.77,18.61,8.075,6,17,3,0,13.94,5.0,8.5,32.16,R1,1.873
10.89,18.61,7.043,5,17,3,0,12.16,17.1,8.5,29.01,R1,1.873
17.9,18.61,6.011,5,17,3,0,10.38,29.3,8.5,23.14,R1,1.873
20.62,18.61,4.979,4,17,3,0,8.59,41.4,8.5,20.31,R1,1.873
15.7,18.61,3.946,3,17,3,0,6.81,53.6,8.5,16.89,R1,1.873
14.42,18.61,2.914,3,17,3,0,5.03,65.7,8.5,13.73,R1,1.873
21.99,18.61,1.882,2,17,3,0,3.25,77.9,8.5,9.22,R1,1.873
16.88,18.61,0.85,1,17,3,0,1.47,90.0,8.5,5.07,R1,1.873
22.97,24.73,14.25,11,9,2,0,6.77,5.0,15.0,43.66,R4,1.326
21.98,24.73,12.429,10,9,2,0,5.9,17.1,15.0,35.27,R4,1.326
25.27,24.73,10.607,8,9,2,0,5.04,29.3,15.0,35.05,R4,1.326
24.41,24.73,8.786,7,9,2,0,4.17,41.4,15.0,28.47,R4,1.326
24.08,24.73,6.964,6,9,2,0,3.31,53.6,15.0,21.62,R4,1.326
20.75,24.73,5.143,4,9,2,0,2.44,65.7,15.0,16.47,R4,1.326
27.4,24.73,3.321,3,9,2,0,1.58,77.9,15.0,11.86,R4,1.326
22.47,24.73,1.5,2,9,2,0,0.71,90.0,15.0,5.18,R4,1.326
28.03,32.64,5.225,4,13,1,0,0.73,5.0,5.5,16.68,R3,1.088
27.15,32.64,4.557,4,13,1,0,0.64,17.1,5.5,14.29,R3,1.088
31.42,32.64,3.889,3,13,1,0,0.54,29.3,5.5,12.93,R3,1.088
25.54,32.64,3.221,3,13,1,0,0.45,41.4,5.5,11.0,R3,1.088
30.66,32.64,2.554,2,13,1,0,0.36,53.6,5.5,8.28,R3,1.088
33.43,32.64,1.886,2,13,1,0,0.26,65.7,5.5,7.3,R3,1.088
28.88,32.64,1.218,1,13,1,0,0.17,77.9,5.5,3.7,R3,1.088
30.5,32.64,0.55,1,13,1,0,0.08,90.0,5.5,3.53,R3,1.088
20.98,18.86,14.25,11,17,2,0,11.73,5.0,15.0,48.26,R4,1.617
21.0,18.86,12.429,10,17,2,0,10.23,17.1,15.0,46.21,R4,1.617
21.58,18.86,10.607,8,17,2,0,8.73,29.3,15.0,37.57,R4,1.617
15.44,18.86,8.786,7,17,2,0,7.23,41.4,15.0,28.91,R4,1.617
19.31,18.86,6.964,6,17,2,0,5.73,53.6,15.0,22.87,R4,1.617
18.36,18.86,5.143,4,17,2,0,4.23,65.7,15.0,14.62,R4,1.617
21.89,18.86,3.321,3,17,2,0,2.73,77.9,15.0,9.24,R4,1.617
19.53,18.86,1.5,2,17,2,0,1.23,90.0,15.0,6.22,R4,1.617
12.13,13.3,14.25,11,7,2,1,24.92,5.0,15.0,59.01,R4,1.827
21.8,13.3,12.429,10,7,2,1,21.74,17.1,15.0,53.08,R4,1.827
9.1,13.3,10.607,8,7,2,1,18.55,29.3,15.0,43.66,R4,1.827
17.19,13.3,8.786,7,7,2,1,15.37,41.4,15.0,35.03,R4,1.827
19.17,13.3,6.964,6,7,2,1,12.18,53.6,15.0,28.06,R4,1.827
13.24,13.3,5.143,4,7,2,1,8.99,65.7,15.0,21.69,R4,1.827
12.67,13.3,3.321,3,7,2,1,5.81,77.9,15.0,13.94,R4,1.827
13.69,13.3,1.5,2,7,2,1,2.62,90.0,15.0,6.46,R4,1.827
17.77,15.61,8.075,6,7,2,1,8.5,5.0,8.5,32.39,R1,1.734
15.73,15.61,7.043,5,7,2,1,7.41,17.1,8.5,26.63,R1,1.734
23.5,15.61,6.011,5,7,2,1,6.33,29.3,8.5,23.76,R1,1.734
13.87,15.61,4.979,4,7,2,1,5.24,41.4,8.5,21.97,R1,1.734
